indices,name,text,target
183,bad-boy,  ah baby come back ayo choice drop it on me  i was too harsh that night i didn’t know you would really leave the words “i’m sorry” is too difficult for us that we take it to the end because i’m illtempered we fight over stupid things numerous times a day you take off crying i look around and think ‘she’ll come back tomorrow she’ll def call me first in the morning’  baby i can’t i’m so bad that i want to be good to you but it’s hard everyday and night i’m so mean cuz i’m so real so i’m sorry   me whom you love sorry i’m a bad boy yes just leave me goodbye you’re a good girl the more time passes the more you get to know me only disappointments will remain but  baby don’t leave me i know you still love me why yes i’ll tell you the truth i need you my lay lay lay lay lady my lay lay lay lay lady  you’re different from normal boys it’s so hard you’re still so sensitive like a girl who is always smiling next to me next to you i’m still too young with the excuse that i’m busy i postpone our date because i’m sorry because i’m frustrated i turn my head the bride in my dreams is just a friend now upset over the breakup we are silent  baby i can’t i’m so bad that i want to be good to you but it’s hard everyday and night i’m so mean cuz i’m so real so i’m sorry   me whom you love sorry i’m a bad boy yes just leave me goodbye you’re a good girl the more time passes the more you get to know me only disappointments will remain but  baby don’t leave me i know you still love me why yes i’ll tell you the truth i need you my lay lay lay lay lady my lay lay lay lay lady  don’t say a thing i act tough but i’m not inside don’t abandon me you know that there’s no one who will understand me like you baby oh you come back to me ye ye ye  me whom you love sorry i’m a bad boy yes just leave me goodbye you’re a good girl the more time passes the more you get to know me only disappointments will remain but  baby don’t leave me i know you still love me why yes i’ll tell you the truth i need you my lay lay lay lay lady my lay lay lay lay lady  me whom you love sorry i’m a bad boy sorry i’m a bad boy sorry i’m a bad boy  yes just leave me good bye you’re a good girl you’re a good girl you’re a good girl  me whom you love sorry i’m a bad boy sorry i’m a bad boy sorry i’m a bad boy  yes just leave me good bye you’re a good girl you’re a good girl you’re a good girl  ,0
184,blue,   the winter had passed and the spring has come we have withered and our hearts are bruised from longing    used to the blue tears blue sorrow  the love that i have sent away with the floating clouds oh oh   under the same sky at different places because you and i are dangerous i am leaving you one letter difference from ‘nim’ it’s cowardly but i’m hiding because i’m not good enough cruel breakup is like the end of the road of love no words can comfort me perhaps my lifetime’s last melodrama now its final curtain is coming down  i was born and i met you and i have loved you to death my cold heart that has been dyed blue even with my eyes closed i can’t feel you   the winter had passed and the spring has come we have withered and our hearts are bruised from longing    used to the blue tears blue sorrow  the love that i have sent away with the floating clouds oh oh   i feel like my heart has stopped beating you and i frozen there after a war trauma that has been carved in my head once these tears dry up i will moistly remember my love i’m neither painful nor lonely happiness is all selftalk i can’t stand something more complicated it’s no big deal i don’t care inevitable wandering people come and go  i was born and i met you and i have loved you to death my cold heart that has been dyed blue even if you have left i’m still here   the winter had passed and the spring has come we have withered and our hearts are bruised from longing   again tonight underneath that blue moonlight i will probably fall asleep alone even in my dreams i look for you and wander around while singing this song    used to the blue tears blue sorrow  the love that i have sent away with the floating clouds oh oh  used to the blue tears blue sorrow  the love that i have sent away with the floating clouds oh oh  ,0
185,love-dust,  my friend talked about you when he said you looked good i got pointlessly angry maybe i still wanted you to suffer because of me  these days without knowing i sing the songs we used to listen to together on days like this when i’m locked in old memories on nights when i miss you for no reason  i was too young back then love was hard so i tried to avoid you it was too much pressure for me and so i was unhappy so eventually i made you cry  when today passes you will disappear like dust – what is love if i look sad my tears are like smoke like dancing smoke  tomorrow my day will start like nothing is wrong and i will forget you i’ll just remain here smiling as i pray that you will be happy  do you remember the day we first met innocent smiles filled with sauvignon blanc my submission to you without reason sometimes our strong clashes when separation became our fatelike reality my last wrath  i hear stories from the radio that i agree with it’s exactly how i feel right now i wonder if the story was sent by you as i fall asleep time passes so fast – i wonder if you’re doing well  i was too young back then love was hard so i tried to escape eventually it was too much pressure so i became unhappy although now it’s too late  when today passes you will disappear like dust – what is love if i look sad my tears are like smoke like dancing smoke  tomorrow my day will start like nothing is wrong and i will forget you i’ll just remain here smiling as i pray that you will be happy  if we ever run into each other on the streets i hope we will look happy as we smile each with a different person so long  when today passes you will disappear like dust – what is love if i look sad my tears are like smoke like dancing smoke  tomorrow my day will start like nothing is wrong and i will forget you i’ll just remain here smiling as i pray that you will be happy  ,0
186,bad-boy,  ah baby come back ayo choice drop it on me  i was too harsh that night i didn’t know you would really leave the words “i’m sorry” is too difficult for us that we take it to the end because i’m illtempered we fight over stupid things numerous times a day you take off crying i look around and think ‘she’ll come back tomorrow she’ll def call me first in the morning’  baby i can’t i’m so bad that i want to be good to you but it’s hard everyday and night i’m so mean cuz i’m so real so i’m sorry   me whom you love sorry i’m a bad boy yes just leave me goodbye you’re a good girl the more time passes the more you get to know me only disappointments will remain but  baby don’t leave me i know you still love me why yes i’ll tell you the truth i need you my lay lay lay lay lady my lay lay lay lay lady  you’re different from normal boys it’s so hard you’re still so sensitive like a girl who is always smiling next to me next to you i’m still too young with the excuse that i’m busy i postpone our date because i’m sorry because i’m frustrated i turn my head the bride in my dreams is just a friend now upset over the breakup we are silent  baby i can’t i’m so bad that i want to be good to you but it’s hard everyday and night i’m so mean cuz i’m so real so i’m sorry   me whom you love sorry i’m a bad boy yes just leave me goodbye you’re a good girl the more time passes the more you get to know me only disappointments will remain but  baby don’t leave me i know you still love me why yes i’ll tell you the truth i need you my lay lay lay lay lady my lay lay lay lay lady  don’t say a thing i act tough but i’m not inside don’t abandon me you know that there’s no one who will understand me like you baby oh you come back to me ye ye ye  me whom you love sorry i’m a bad boy yes just leave me goodbye you’re a good girl the more time passes the more you get to know me only disappointments will remain but  baby don’t leave me i know you still love me why yes i’ll tell you the truth i need you my lay lay lay lay lady my lay lay lay lay lady  me whom you love sorry i’m a bad boy sorry i’m a bad boy sorry i’m a bad boy  yes just leave me good bye you’re a good girl you’re a good girl you’re a good girl  me whom you love sorry i’m a bad boy sorry i’m a bad boy sorry i’m a bad boy  yes just leave me good bye you’re a good girl you’re a good girl you’re a good girl  ,0
187,fantastic-baby,   come together everyone gather here we gon’ party like lilililalala open your hearts empty your minds set the fire lilililalala   don’t ask for the answer but just take it as it is go with the flow alright face the sky and put your two hands up up high wanna jump around oh   nanananana nanananana wow fantastic baby dance  i wanna dance dance dance dadance fantastic baby dance  i wanna dance dance dance dadance wow fantastic baby   in this crazy house hey at the end it’s the king’s turn hey the ground is shaking and 3 minutes is not enough for this race wait the atmosphere is overheated  catch me on fire  the real has appeared nananana   from one to ten everything is one level above even if we crazily run on sand we’re still so agile because the sky is blue enough don’t ask any questions just feel it – feel who i am   jump at the sound of your heartbeat till this comes to an end yeah i cant baby dont stop this just go corrupt today go crazy and rave lets go   nanananana nanananana wow fantastic baby dance  i wanna dance dance dance dadance fantastic baby dance  i wanna dance dance dance dadance wow fantastic baby   boom shakalaka boom shakalaka boom shakalaka dance dance dance dadance boom shakalaka boom shakalaka boom shakalaka dadadada dance dance   catch me if you can i’m forever a performer there are no constraints for me tonight  mama just let me be your lover past this chaos nananana   from my head to my toes there’s a visual shock people know me for my senses that are always ahead my footsteps are faster than others my youth is a different dimension ice ice ice hold up nananana   jump at the sound of your heartbeat till this comes to an end yeah i cant baby dont stop this just go corrupt today go crazy and rave lets go   nanananana nanananana wow fantastic baby dance  i wanna dance dance dance dadance fantastic baby dance  i wanna dance dance dance dadance wow fantastic baby   boom shakalaka boom shakalaka boom shakalaka dance dance dance dadance boom shakalaka boom shakalaka boom shakalaka dadadada dance dance   let’s all play together  let’s all jump together  let’s all go crazy together  let’s all go together  wow fantastic baby  ,0
188,wings,  today on a day like this she says we should break up and she’s sorry – on our anniversary today i am squeezed between many people as i hang my head low i try to avoid them   today it’s okay shout out louder yeah – good things will happen it’s alright for tonight since it’s so beautiful so cry louder yeah i will hug you at this moment just fly high and jump woo hoo woo – right now  today when it gets really lonely i get crazily sad but no one understands what to do today i think why am i the only one who’s suffering like this saying that everyone is happy are all lies – i won’t believe it – say 1 2  today it’s okay shout out louder yeah – good things will happen it’s alright for tonight since it’s so beautiful so cry louder yeah i will hug you at this moment just fly high and jump  i will become a sad protagonist in this world and i will hurt in place of you i’ll become your wings i believe you i believe you believe in me believe in me because everything will pass  today it’s okay shout out louder yeah – good things will happen it’s alright for tonight since it’s so beautiful so cry louder yeah i will hug you at this moment just fly high and jump  ,0
189,fantastic-baby,   come together everyone gather here we gon’ party like lilililalala open your hearts empty your minds set the fire lilililalala   don’t ask for the answer but just take it as it is go with the flow alright face the sky and put your two hands up up high wanna jump around oh   nanananana nanananana wow fantastic baby dance  i wanna dance dance dance dadance fantastic baby dance  i wanna dance dance dance dadance wow fantastic baby   in this crazy house hey at the end it’s the king’s turn hey the ground is shaking and 3 minutes is not enough for this race wait the atmosphere is overheated  catch me on fire  the real has appeared nananana   from one to ten everything is one level above even if we crazily run on sand we’re still so agile because the sky is blue enough don’t ask any questions just feel it – feel who i am   jump at the sound of your heartbeat till this comes to an end yeah i cant baby dont stop this just go corrupt today go crazy and rave lets go   nanananana nanananana wow fantastic baby dance  i wanna dance dance dance dadance fantastic baby dance  i wanna dance dance dance dadance wow fantastic baby   boom shakalaka boom shakalaka boom shakalaka dance dance dance dadance boom shakalaka boom shakalaka boom shakalaka dadadada dance dance   catch me if you can i’m forever a performer there are no constraints for me tonight  mama just let me be your lover past this chaos nananana   from my head to my toes there’s a visual shock people know me for my senses that are always ahead my footsteps are faster than others my youth is a different dimension ice ice ice hold up nananana   jump at the sound of your heartbeat till this comes to an end yeah i cant baby dont stop this just go corrupt today go crazy and rave lets go   nanananana nanananana wow fantastic baby dance  i wanna dance dance dance dadance fantastic baby dance  i wanna dance dance dance dadance wow fantastic baby   boom shakalaka boom shakalaka boom shakalaka dance dance dance dadance boom shakalaka boom shakalaka boom shakalaka dadadada dance dance   let’s all play together  let’s all jump together  let’s all go crazy together  let’s all go together  wow fantastic baby  ,0
190,bad-boy,  ah baby come back ayo choice drop it on me  i was too harsh that night i didn’t know you would really leave the words “i’m sorry” is too difficult for us that we take it to the end because i’m illtempered we fight over stupid things numerous times a day you take off crying i look around and think ‘she’ll come back tomorrow she’ll def call me first in the morning’  baby i can’t i’m so bad that i want to be good to you but it’s hard everyday and night i’m so mean cuz i’m so real so i’m sorry   me whom you love sorry i’m a bad boy yes just leave me goodbye you’re a good girl the more time passes the more you get to know me only disappointments will remain but  baby don’t leave me i know you still love me why yes i’ll tell you the truth i need you my lay lay lay lay lady my lay lay lay lay lady  you’re different from normal boys it’s so hard you’re still so sensitive like a girl who is always smiling next to me next to you i’m still too young with the excuse that i’m busy i postpone our date because i’m sorry because i’m frustrated i turn my head the bride in my dreams is just a friend now upset over the breakup we are silent  baby i can’t i’m so bad that i want to be good to you but it’s hard everyday and night i’m so mean cuz i’m so real so i’m sorry   me whom you love sorry i’m a bad boy yes just leave me goodbye you’re a good girl the more time passes the more you get to know me only disappointments will remain but  baby don’t leave me i know you still love me why yes i’ll tell you the truth i need you my lay lay lay lay lady my lay lay lay lay lady  don’t say a thing i act tough but i’m not inside don’t abandon me you know that there’s no one who will understand me like you baby oh you come back to me ye ye ye  me whom you love sorry i’m a bad boy yes just leave me goodbye you’re a good girl the more time passes the more you get to know me only disappointments will remain but  baby don’t leave me i know you still love me why yes i’ll tell you the truth i need you my lay lay lay lay lady my lay lay lay lay lady  me whom you love sorry i’m a bad boy sorry i’m a bad boy sorry i’m a bad boy  yes just leave me good bye you’re a good girl you’re a good girl you’re a good girl  me whom you love sorry i’m a bad boy sorry i’m a bad boy sorry i’m a bad boy  yes just leave me good bye you’re a good girl you’re a good girl you’re a good girl  ,0
191,blue,   the winter had passed and the spring has come we have withered and our hearts are bruised from longing    used to the blue tears blue sorrow  the love that i have sent away with the floating clouds oh oh   under the same sky at different places because you and i are dangerous i am leaving you one letter difference from ‘nim’ it’s cowardly but i’m hiding because i’m not good enough cruel breakup is like the end of the road of love no words can comfort me perhaps my lifetime’s last melodrama now its final curtain is coming down  i was born and i met you and i have loved you to death my cold heart that has been dyed blue even with my eyes closed i can’t feel you   the winter had passed and the spring has come we have withered and our hearts are bruised from longing    used to the blue tears blue sorrow  the love that i have sent away with the floating clouds oh oh   i feel like my heart has stopped beating you and i frozen there after a war trauma that has been carved in my head once these tears dry up i will moistly remember my love i’m neither painful nor lonely happiness is all selftalk i can’t stand something more complicated it’s no big deal i don’t care inevitable wandering people come and go  i was born and i met you and i have loved you to death my cold heart that has been dyed blue even if you have left i’m still here   the winter had passed and the spring has come we have withered and our hearts are bruised from longing   again tonight underneath that blue moonlight i will probably fall asleep alone even in my dreams i look for you and wander around while singing this song    used to the blue tears blue sorrow  the love that i have sent away with the floating clouds oh oh  used to the blue tears blue sorrow  the love that i have sent away with the floating clouds oh oh  ,0
192,love-dust,  my friend talked about you when he said you looked good i got pointlessly angry maybe i still wanted you to suffer because of me  these days without knowing i sing the songs we used to listen to together on days like this when i’m locked in old memories on nights when i miss you for no reason  i was too young back then love was hard so i tried to avoid you it was too much pressure for me and so i was unhappy so eventually i made you cry  when today passes you will disappear like dust – what is love if i look sad my tears are like smoke like dancing smoke  tomorrow my day will start like nothing is wrong and i will forget you i’ll just remain here smiling as i pray that you will be happy  do you remember the day we first met innocent smiles filled with sauvignon blanc my submission to you without reason sometimes our strong clashes when separation became our fatelike reality my last wrath  i hear stories from the radio that i agree with it’s exactly how i feel right now i wonder if the story was sent by you as i fall asleep time passes so fast – i wonder if you’re doing well  i was too young back then love was hard so i tried to escape eventually it was too much pressure so i became unhappy although now it’s too late  when today passes you will disappear like dust – what is love if i look sad my tears are like smoke like dancing smoke  tomorrow my day will start like nothing is wrong and i will forget you i’ll just remain here smiling as i pray that you will be happy  if we ever run into each other on the streets i hope we will look happy as we smile each with a different person so long  when today passes you will disappear like dust – what is love if i look sad my tears are like smoke like dancing smoke  tomorrow my day will start like nothing is wrong and i will forget you i’ll just remain here smiling as i pray that you will be happy  ,0
193,fantastic-baby,   come together everyone gather here we gon’ party like lilililalala open your hearts empty your minds set the fire lilililalala   don’t ask for the answer but just take it as it is go with the flow alright face the sky and put your two hands up up high wanna jump around oh   nanananana nanananana wow fantastic baby dance  i wanna dance dance dance dadance fantastic baby dance  i wanna dance dance dance dadance wow fantastic baby   in this crazy house hey at the end it’s the king’s turn hey the ground is shaking and 3 minutes is not enough for this race wait the atmosphere is overheated  catch me on fire  the real has appeared nananana   from one to ten everything is one level above even if we crazily run on sand we’re still so agile because the sky is blue enough don’t ask any questions just feel it – feel who i am   jump at the sound of your heartbeat till this comes to an end yeah i cant baby dont stop this just go corrupt today go crazy and rave lets go   nanananana nanananana wow fantastic baby dance  i wanna dance dance dance dadance fantastic baby dance  i wanna dance dance dance dadance wow fantastic baby   boom shakalaka boom shakalaka boom shakalaka dance dance dance dadance boom shakalaka boom shakalaka boom shakalaka dadadada dance dance   catch me if you can i’m forever a performer there are no constraints for me tonight  mama just let me be your lover past this chaos nananana   from my head to my toes there’s a visual shock people know me for my senses that are always ahead my footsteps are faster than others my youth is a different dimension ice ice ice hold up nananana   jump at the sound of your heartbeat till this comes to an end yeah i cant baby dont stop this just go corrupt today go crazy and rave lets go   nanananana nanananana wow fantastic baby dance  i wanna dance dance dance dadance fantastic baby dance  i wanna dance dance dance dadance wow fantastic baby   boom shakalaka boom shakalaka boom shakalaka dance dance dance dadance boom shakalaka boom shakalaka boom shakalaka dadadada dance dance   let’s all play together  let’s all jump together  let’s all go crazy together  let’s all go together  wow fantastic baby  ,0
194,blue,   the winter had passed and the spring has come we have withered and our hearts are bruised from longing    used to the blue tears blue sorrow  the love that i have sent away with the floating clouds oh oh   under the same sky at different places because you and i are dangerous i am leaving you one letter difference from ‘nim’ it’s cowardly but i’m hiding because i’m not good enough cruel breakup is like the end of the road of love no words can comfort me perhaps my lifetime’s last melodrama now its final curtain is coming down  i was born and i met you and i have loved you to death my cold heart that has been dyed blue even with my eyes closed i can’t feel you   the winter had passed and the spring has come we have withered and our hearts are bruised from longing    used to the blue tears blue sorrow  the love that i have sent away with the floating clouds oh oh   i feel like my heart has stopped beating you and i frozen there after a war trauma that has been carved in my head once these tears dry up i will moistly remember my love i’m neither painful nor lonely happiness is all selftalk i can’t stand something more complicated it’s no big deal i don’t care inevitable wandering people come and go  i was born and i met you and i have loved you to death my cold heart that has been dyed blue even if you have left i’m still here   the winter had passed and the spring has come we have withered and our hearts are bruised from longing   again tonight underneath that blue moonlight i will probably fall asleep alone even in my dreams i look for you and wander around while singing this song    used to the blue tears blue sorrow  the love that i have sent away with the floating clouds oh oh  used to the blue tears blue sorrow  the love that i have sent away with the floating clouds oh oh  ,0
195,love-dust,  my friend talked about you when he said you looked good i got pointlessly angry maybe i still wanted you to suffer because of me  these days without knowing i sing the songs we used to listen to together on days like this when i’m locked in old memories on nights when i miss you for no reason  i was too young back then love was hard so i tried to avoid you it was too much pressure for me and so i was unhappy so eventually i made you cry  when today passes you will disappear like dust – what is love if i look sad my tears are like smoke like dancing smoke  tomorrow my day will start like nothing is wrong and i will forget you i’ll just remain here smiling as i pray that you will be happy  do you remember the day we first met innocent smiles filled with sauvignon blanc my submission to you without reason sometimes our strong clashes when separation became our fatelike reality my last wrath  i hear stories from the radio that i agree with it’s exactly how i feel right now i wonder if the story was sent by you as i fall asleep time passes so fast – i wonder if you’re doing well  i was too young back then love was hard so i tried to escape eventually it was too much pressure so i became unhappy although now it’s too late  when today passes you will disappear like dust – what is love if i look sad my tears are like smoke like dancing smoke  tomorrow my day will start like nothing is wrong and i will forget you i’ll just remain here smiling as i pray that you will be happy  if we ever run into each other on the streets i hope we will look happy as we smile each with a different person so long  when today passes you will disappear like dust – what is love if i look sad my tears are like smoke like dancing smoke  tomorrow my day will start like nothing is wrong and i will forget you i’ll just remain here smiling as i pray that you will be happy  ,0
196,bad-boy,  ah baby come back ayo choice drop it on me  i was too harsh that night i didn’t know you would really leave the words “i’m sorry” is too difficult for us that we take it to the end because i’m illtempered we fight over stupid things numerous times a day you take off crying i look around and think ‘she’ll come back tomorrow she’ll def call me first in the morning’  baby i can’t i’m so bad that i want to be good to you but it’s hard everyday and night i’m so mean cuz i’m so real so i’m sorry   me whom you love sorry i’m a bad boy yes just leave me goodbye you’re a good girl the more time passes the more you get to know me only disappointments will remain but  baby don’t leave me i know you still love me why yes i’ll tell you the truth i need you my lay lay lay lay lady my lay lay lay lay lady  you’re different from normal boys it’s so hard you’re still so sensitive like a girl who is always smiling next to me next to you i’m still too young with the excuse that i’m busy i postpone our date because i’m sorry because i’m frustrated i turn my head the bride in my dreams is just a friend now upset over the breakup we are silent  baby i can’t i’m so bad that i want to be good to you but it’s hard everyday and night i’m so mean cuz i’m so real so i’m sorry   me whom you love sorry i’m a bad boy yes just leave me goodbye you’re a good girl the more time passes the more you get to know me only disappointments will remain but  baby don’t leave me i know you still love me why yes i’ll tell you the truth i need you my lay lay lay lay lady my lay lay lay lay lady  don’t say a thing i act tough but i’m not inside don’t abandon me you know that there’s no one who will understand me like you baby oh you come back to me ye ye ye  me whom you love sorry i’m a bad boy yes just leave me goodbye you’re a good girl the more time passes the more you get to know me only disappointments will remain but  baby don’t leave me i know you still love me why yes i’ll tell you the truth i need you my lay lay lay lay lady my lay lay lay lay lady  me whom you love sorry i’m a bad boy sorry i’m a bad boy sorry i’m a bad boy  yes just leave me good bye you’re a good girl you’re a good girl you’re a good girl  me whom you love sorry i’m a bad boy sorry i’m a bad boy sorry i’m a bad boy  yes just leave me good bye you’re a good girl you’re a good girl you’re a good girl  ,0
197,blue,   the winter had passed and the spring has come we have withered and our hearts are bruised from longing    used to the blue tears blue sorrow  the love that i have sent away with the floating clouds oh oh   under the same sky at different places because you and i are dangerous i am leaving you one letter difference from ‘nim’ it’s cowardly but i’m hiding because i’m not good enough cruel breakup is like the end of the road of love no words can comfort me perhaps my lifetime’s last melodrama now its final curtain is coming down  i was born and i met you and i have loved you to death my cold heart that has been dyed blue even with my eyes closed i can’t feel you   the winter had passed and the spring has come we have withered and our hearts are bruised from longing    used to the blue tears blue sorrow  the love that i have sent away with the floating clouds oh oh   i feel like my heart has stopped beating you and i frozen there after a war trauma that has been carved in my head once these tears dry up i will moistly remember my love i’m neither painful nor lonely happiness is all selftalk i can’t stand something more complicated it’s no big deal i don’t care inevitable wandering people come and go  i was born and i met you and i have loved you to death my cold heart that has been dyed blue even if you have left i’m still here   the winter had passed and the spring has come we have withered and our hearts are bruised from longing   again tonight underneath that blue moonlight i will probably fall asleep alone even in my dreams i look for you and wander around while singing this song    used to the blue tears blue sorrow  the love that i have sent away with the floating clouds oh oh  used to the blue tears blue sorrow  the love that i have sent away with the floating clouds oh oh  ,0
198,love-dust,  my friend talked about you when he said you looked good i got pointlessly angry maybe i still wanted you to suffer because of me  these days without knowing i sing the songs we used to listen to together on days like this when i’m locked in old memories on nights when i miss you for no reason  i was too young back then love was hard so i tried to avoid you it was too much pressure for me and so i was unhappy so eventually i made you cry  when today passes you will disappear like dust – what is love if i look sad my tears are like smoke like dancing smoke  tomorrow my day will start like nothing is wrong and i will forget you i’ll just remain here smiling as i pray that you will be happy  do you remember the day we first met innocent smiles filled with sauvignon blanc my submission to you without reason sometimes our strong clashes when separation became our fatelike reality my last wrath  i hear stories from the radio that i agree with it’s exactly how i feel right now i wonder if the story was sent by you as i fall asleep time passes so fast – i wonder if you’re doing well  i was too young back then love was hard so i tried to escape eventually it was too much pressure so i became unhappy although now it’s too late  when today passes you will disappear like dust – what is love if i look sad my tears are like smoke like dancing smoke  tomorrow my day will start like nothing is wrong and i will forget you i’ll just remain here smiling as i pray that you will be happy  if we ever run into each other on the streets i hope we will look happy as we smile each with a different person so long  when today passes you will disappear like dust – what is love if i look sad my tears are like smoke like dancing smoke  tomorrow my day will start like nothing is wrong and i will forget you i’ll just remain here smiling as i pray that you will be happy  ,0
199,bad-boy,  ah baby come back ayo choice drop it on me  i was too harsh that night i didn’t know you would really leave the words “i’m sorry” is too difficult for us that we take it to the end because i’m illtempered we fight over stupid things numerous times a day you take off crying i look around and think ‘she’ll come back tomorrow she’ll def call me first in the morning’  baby i can’t i’m so bad that i want to be good to you but it’s hard everyday and night i’m so mean cuz i’m so real so i’m sorry   me whom you love sorry i’m a bad boy yes just leave me goodbye you’re a good girl the more time passes the more you get to know me only disappointments will remain but  baby don’t leave me i know you still love me why yes i’ll tell you the truth i need you my lay lay lay lay lady my lay lay lay lay lady  you’re different from normal boys it’s so hard you’re still so sensitive like a girl who is always smiling next to me next to you i’m still too young with the excuse that i’m busy i postpone our date because i’m sorry because i’m frustrated i turn my head the bride in my dreams is just a friend now upset over the breakup we are silent  baby i can’t i’m so bad that i want to be good to you but it’s hard everyday and night i’m so mean cuz i’m so real so i’m sorry   me whom you love sorry i’m a bad boy yes just leave me goodbye you’re a good girl the more time passes the more you get to know me only disappointments will remain but  baby don’t leave me i know you still love me why yes i’ll tell you the truth i need you my lay lay lay lay lady my lay lay lay lay lady  don’t say a thing i act tough but i’m not inside don’t abandon me you know that there’s no one who will understand me like you baby oh you come back to me ye ye ye  me whom you love sorry i’m a bad boy yes just leave me goodbye you’re a good girl the more time passes the more you get to know me only disappointments will remain but  baby don’t leave me i know you still love me why yes i’ll tell you the truth i need you my lay lay lay lay lady my lay lay lay lay lady  me whom you love sorry i’m a bad boy sorry i’m a bad boy sorry i’m a bad boy  yes just leave me good bye you’re a good girl you’re a good girl you’re a good girl  me whom you love sorry i’m a bad boy sorry i’m a bad boy sorry i’m a bad boy  yes just leave me good bye you’re a good girl you’re a good girl you’re a good girl  ,0
200,fantastic-baby,   come together everyone gather here we gon’ party like lilililalala open your hearts empty your minds set the fire lilililalala   don’t ask for the answer but just take it as it is go with the flow alright face the sky and put your two hands up up high wanna jump around oh   nanananana nanananana wow fantastic baby dance  i wanna dance dance dance dadance fantastic baby dance  i wanna dance dance dance dadance wow fantastic baby   in this crazy house hey at the end it’s the king’s turn hey the ground is shaking and 3 minutes is not enough for this race wait the atmosphere is overheated  catch me on fire  the real has appeared nananana   from one to ten everything is one level above even if we crazily run on sand we’re still so agile because the sky is blue enough don’t ask any questions just feel it – feel who i am   jump at the sound of your heartbeat till this comes to an end yeah i cant baby dont stop this just go corrupt today go crazy and rave lets go   nanananana nanananana wow fantastic baby dance  i wanna dance dance dance dadance fantastic baby dance  i wanna dance dance dance dadance wow fantastic baby   boom shakalaka boom shakalaka boom shakalaka dance dance dance dadance boom shakalaka boom shakalaka boom shakalaka dadadada dance dance   catch me if you can i’m forever a performer there are no constraints for me tonight  mama just let me be your lover past this chaos nananana   from my head to my toes there’s a visual shock people know me for my senses that are always ahead my footsteps are faster than others my youth is a different dimension ice ice ice hold up nananana   jump at the sound of your heartbeat till this comes to an end yeah i cant baby dont stop this just go corrupt today go crazy and rave lets go   nanananana nanananana wow fantastic baby dance  i wanna dance dance dance dadance fantastic baby dance  i wanna dance dance dance dadance wow fantastic baby   boom shakalaka boom shakalaka boom shakalaka dance dance dance dadance boom shakalaka boom shakalaka boom shakalaka dadadada dance dance   let’s all play together  let’s all jump together  let’s all go crazy together  let’s all go together  wow fantastic baby  ,0
201,blue,   the winter had passed and the spring has come we have withered and our hearts are bruised from longing    used to the blue tears blue sorrow  the love that i have sent away with the floating clouds oh oh   under the same sky at different places because you and i are dangerous i am leaving you one letter difference from ‘nim’ it’s cowardly but i’m hiding because i’m not good enough cruel breakup is like the end of the road of love no words can comfort me perhaps my lifetime’s last melodrama now its final curtain is coming down  i was born and i met you and i have loved you to death my cold heart that has been dyed blue even with my eyes closed i can’t feel you   the winter had passed and the spring has come we have withered and our hearts are bruised from longing    used to the blue tears blue sorrow  the love that i have sent away with the floating clouds oh oh   i feel like my heart has stopped beating you and i frozen there after a war trauma that has been carved in my head once these tears dry up i will moistly remember my love i’m neither painful nor lonely happiness is all selftalk i can’t stand something more complicated it’s no big deal i don’t care inevitable wandering people come and go  i was born and i met you and i have loved you to death my cold heart that has been dyed blue even if you have left i’m still here   the winter had passed and the spring has come we have withered and our hearts are bruised from longing   again tonight underneath that blue moonlight i will probably fall asleep alone even in my dreams i look for you and wander around while singing this song    used to the blue tears blue sorrow  the love that i have sent away with the floating clouds oh oh  used to the blue tears blue sorrow  the love that i have sent away with the floating clouds oh oh  ,0
202,love-dust,  my friend talked about you when he said you looked good i got pointlessly angry maybe i still wanted you to suffer because of me  these days without knowing i sing the songs we used to listen to together on days like this when i’m locked in old memories on nights when i miss you for no reason  i was too young back then love was hard so i tried to avoid you it was too much pressure for me and so i was unhappy so eventually i made you cry  when today passes you will disappear like dust – what is love if i look sad my tears are like smoke like dancing smoke  tomorrow my day will start like nothing is wrong and i will forget you i’ll just remain here smiling as i pray that you will be happy  do you remember the day we first met innocent smiles filled with sauvignon blanc my submission to you without reason sometimes our strong clashes when separation became our fatelike reality my last wrath  i hear stories from the radio that i agree with it’s exactly how i feel right now i wonder if the story was sent by you as i fall asleep time passes so fast – i wonder if you’re doing well  i was too young back then love was hard so i tried to escape eventually it was too much pressure so i became unhappy although now it’s too late  when today passes you will disappear like dust – what is love if i look sad my tears are like smoke like dancing smoke  tomorrow my day will start like nothing is wrong and i will forget you i’ll just remain here smiling as i pray that you will be happy  if we ever run into each other on the streets i hope we will look happy as we smile each with a different person so long  when today passes you will disappear like dust – what is love if i look sad my tears are like smoke like dancing smoke  tomorrow my day will start like nothing is wrong and i will forget you i’ll just remain here smiling as i pray that you will be happy  ,0
