indices,name,text,target,neg,neu,pos,compound
95,help-me,  where are you who are you with i can’t get ahold of you don’t lie and say you’re working you just can’t fix your habit even when i’m next to you you seem nervous like you’re trying to avoid someone’s eyes you don’t have to say it i get a feeling are you thinking about something else  no no i don’t want this i don’t want to lose you  because of you my heart aches because of you i can’t even sleep day by day you ruin me don’t leave me alone anymore because of you i cry every day because of you i can’t even talk i don’t want this anxious love anymore make me trust you  help me help me my love is in danger help me help me what do i do help me help me you already know make me trust you  why is your phone off every night feels like you’re ignoring my calls you say you’re sick how much of that can i believe every time you lie every time there’s anxiety and obsession because of you because of this betrayal all day i’m covered with tears  are you sick of us or am i not good enough to you be honest don’t give excuses i can see right through you  no no i don’t want this i don’t want to lose you  because of you my heart aches because of you i can’t even sleep day by day you ruin me don’t leave me alone anymore because of you i cry every day because of you i can’t even talk i don’t want this anxious love anymore make me trust you  help me help me my love is in danger help me help me what do i do help me help me you already know make me trust you  i’m so curious i’m going crazy like i’ve been hit i can’t think of anything did i do something wrong are you not attracted to me anymore i am already tamed by you i can’t be with anyone else but you i’m shaking please give me assurance don’t torture me anymore  because of you my heart aches because of you i can’t even sleep day by day you ruin me don’t leave me alone anymore because of you i cry every day because of you i can’t even talk i don’t want this anxious love anymore make me trust you  help me help me my love is in danger help me help me what do i do help me help me you already know make me trust you  help me help me help me help me help me help me help me help me  ,0,0.106,0.691,0.203,0.9788
96,oh-boy,  are you getting impatient are you burning up you’re so anxious so ridiculous oh boy don’t be too nervous around me one step another step you’re already ice don’t worry trust me and follow me oh boy just trust yourself to time  surprise events are so typical i don’t like them if you’re gonna be like this just follow me oh oh oh oh get ready ok time to learn a lesson now  oh boy oh boy will you come to me slowly trust even your breath with me oh boy oh boy your face is like a child so cute today  drop it drop it drop it oh drop it drop it drop it oh i’ll give you permission today oh boy oh boy from today you’re different i’ll change you  oh boy you know how we do eenie meenie miney mo i know you do want some more half of them freeze when they see me risking their lives for medusa’s head guys are indebted to me they all bow down to me like trimming dead tree branches i confidently walk and no one can stop me get out of my way  sometimes lies are more honest than the truth your lips have been imprisoned now stop oh oh oh oh get ready ok time to learn a lesson now  oh boy oh boy will you come to me slowly trust even your breath with me oh boy oh boy your face is like a child so cute today  drop it drop it drop it oh drop it drop it drop it oh i’ll give you permission today oh boy oh boy from today you’re different i’ll change you  oh boy oh boy will you come to me slowly trust even your breath with me oh boy oh boy your face is like a child so cute today  drop it drop it drop it oh drop it drop it drop it oh i’ll give you permission today oh boy oh boy from today you’re different i’ll change you  ,0,0.1,0.729,0.171,0.9834
97,with-elvis,  i can’t fall asleep easily will morning ever come i feel alone the moment i looked down i touched your shoulder since when was it your shadow stood next to me the moment my pitiful heart broken down you smiled at me  remember you can lean on me i’ll keep my small shoulder empty for you remember i promise always like this moment i won’t change remember you can cry next to me for you who always protected me without change i’ll think of you today and happily sing  i will go to you even when i’m tired and sick you always embrace me i can smile because of you with you  again today at thoughts of you i can’t easily fall asleep all the times we spent together i promise i won’t forget though you don’t say it i can feel it we are always together you’re here next to me i’m here next to you i love you  remember you can lean on me i’ll keep my small shoulder empty for you remember i promise always like this moment i won’t change remember you can cry next to me for you who always protected me without change i’ll think of you today and happily sing  all of the happy memories all of the struggles we went through they’re special all of our remaining time i hope they become precious memories with you  ,0,0.026,0.676,0.297,0.9995
98,get-out, i don’t need you i will kick you ah ah ah i wanna say good bye to you why – without me you’re a guy with no charm huh don’t kid yourself please you don’t wanna talking about you believed me when i said you were different than other guys go away get out get out get out get out get out of my sight i believed you when you said you were busy or anything else go away get out get out get out get out – you played with me i can’t believe it oh oh oh oh oh oh oh oh oh are you out of your mind oh oh oh oh oh now it’s really over a prettier girl than me a nicer girl than me you won’t find a girl like that in your life ever again snap out of it fool a prettier girl than me a nicer girl than me there may be girls like that but they’ll never be yours fool fool why don’t you know i was precious to you in the beginning you loved me but now are you sick of me go away get out get out get out get out don’t check anyone out but just go away i can’t believe it oh oh oh oh oh oh oh oh oh are you out of your mind oh oh oh oh oh now it’s really over a prettier girl than me a nicer girl than me you won’t find a girl like that in your life ever again snap out of it fool a prettier girl than me a nicer girl than me there may be girls like that but they’ll never be yours fool fool why don’t you know oh you’re the one who chased after me i’m the one who accepted you i accepted you the loser and turned you into a hot guy your eyes that only looked at me is now looking here and there round and round there won’t ever be a person who will accept charmless you never now i really don’t like you even if you kneel and beg oh a guy better than you a guy hotter than you there’s a lot of guys like that they’re lining up before me right now i didn’t love you i only dated you because you begged me don’t think about me you’re more pathetic fool fool why don’t you know ha i yah la ha i ya oh oh oh oh oh oh will you snap out of it now ,0,0.077,0.86,0.063,-0.5106
99,happy-ending, to me you’re the hottest and to me you’re the most reliable that’s how i really feel about you to you i’m the prettiest and to you i’m the nicest only look at me and love me just want your love just want your love even if you make fun of me for being too innocent just want your love just want your love i’m happy with just your love alone i’ll take it take it take it i’ll make it make it make it let’s love each other like crazy i’ll take it take it take it i’ll make it make it make it let’s cherish each other forever oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh i only know you the only person i look at oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh i can’t love anyone but you the only person i love i don’t like sad love i don’t like typical break ups my love is you i like happy endings i believe our love story will be like that i love you just want your love just want your love even if you make fun of me asking why i’m so happy just want your love just want your love i’m thankful for our love every single day i’ll take it take it take it i’ll make it make it make it let’s love each other like crazy i’ll take it take it take it i’ll make it make it make it let’s cherish each other forever oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh i only have you who is the only one to cherish me alone oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh i’m the one for you and you’re the one for me i can’t love anyone but you it’s only you i won’t go anyway i can’t if i’m the n magnet you’re the s magnet that pulls me we’re like the two opposite poles of the magnet can’t take us apart when i eat something delicious i think of you first when a good movie comes out i go with you first all the first things i want to do with you you are looking especially hot today i’ll take it take it take it i’ll make it make it make it like fools let’s love each other i’ll take it take it take it i’ll make it make it make it like a fairy tale let’s cherish each other oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh you’re the one person who will always warmly hug me oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh i can’t love anyone but you the one person who will be with me forever ,0,0.066,0.777,0.156,0.9917
100,my-song, can you hear can you hear can you hear my music let’s start this this isn’t a dream however i feel it i have no fear now things will change wherever my heart goes  everybody up look at me wave your hands and everybody say yeah hold me hold me you don’t know i get up get up watch over me hold me hold me this isn’t all of me i’ll let you know can you hear can you hear can you hear my music i’ve been hiding it i guess i was scared of the eye on me the painful scars that found me whenever i opened my eyes now they are not mine anymore  everybody up look at me wave your hands and everybody say yeah hold me hold me you don’t know i get up get up watch over me hold me hold me this isn’t all of me i’ll let you know rap i’ll let myself go – watch me as i change i’ll let you know – look at me as i’m next to you uh i don’t care about the eyes on me anymore i don’t care about the painful scars my future will change and i’ll start my song that i’ll only sing for you can you hear this song my song that i sing for you hold me hold me i’ll show you just watch because i’m confident no one can take my place in this world i’ll let you know hold me hold me believe in me i get up get up watch over me hold me hold me i’ll let you listen to you alone for you alone um uh yeah ,0,0.042,0.901,0.057,0.5777
101,all-day-all-night,  who can tell me whether this decision is right or wrong each moment i see you is a highlight i don’t regret it it’s only beautiful  let’s start running in this world yeah it’s all for you time is starting to shine yeah it’s all for you our tears that hurt so much our joy that overwhelmed our hearts all for you   it’s growing hotter as if it’ll explode giving me no choice but to love you more  shout out loud baby you’re my world you’ll start to believe in this new world that is blooming even more  all day all day all night what i wanted and hoped for all day all day all night baby is only you oh my god the melodies ring out all day all day all night we’re melting into each other  like a long preview we’re looking at each other inside this deep connection the scene is showing your face again i have no choice but to look at it the stars are clashing let’s spark it no need to make it hard feel the vibe i’ll throw over even hotter fireworks baby it’s all for you  tell me more about what you want there’s nothing that’s prohibited it’s ok to go crazy since you chose me the deep and blue silence of the night the dazzling sun of the afternoon it’s all for you   it’s growing hotter as if it’ll explode giving me no choice but to love you more  shout out loud baby you’re my world you’ll start to believe in this new world that is blooming even more  all day all day all night what i wanted and hoped for all day all day all night baby is only you oh my god the melodies ring out all day all day all night we’re melting into each other  leave it alone i’ll hold all of your painful scars all of that is the control of our small wings flapping you changed my world  it’s growing hotter as if it’ll explode giving me no choice but to love you more  shout out loud baby you’re my world you’ll start to believe in this new world that is blooming even more  all day all day all night what i wanted and hoped for all day all day all night baby is only you oh my god the melodies ring out all day all day all night we’re melting into each other  yeah i like that all night girl my girl your world  ,0,0.068,0.758,0.174,0.9931
102,good-evening,  the cozy darkness is lingering far away slowly coming at the tip of the sunset that hangs on the buildings i think of you  spill out the darkness open the night i wanna see you more right now oh  the moonlight is rising i’m going to you before it’s too late i’m going to get you imagining how surprised you’ll be i’ll going to you going to you without a reason going to you  spilling out the night i’m going to get you if you happen to think of me i’ll go to you right now it’s too lonely at night don’t wanna press it down so i’m going to you right now  my breathing is getting rougher we’re getting closer when you said you missed me my heart got impatient so i increased my speed  like the rain on the window you’re sparkling clearly all of our stories make us run out of breath  the closer i step to you my whole world changes through you i want to know all of your moments before that moonlight  i can feel we’re looking at each other through this door let’s see… you’re eyes nose lips cheek even if you’re farther away than the sky i’ll send my heart to the clouds on this night with the bright moonlight  the moonlight is rising i’m going to you before it’s too late i’m going to get you imagining how surprised you’ll be i’ll going to you going to you without a reason going to you  spilling out the night i’m going to get you if you happen to think of me i’ll go to you right now it’s too lonely at night don’t wanna press it down so i’m going to you right now  i see you far way you you you you spilling out the night i’m going to get you  ,0,0.043,0.778,0.179,0.9819
103,chemistry,  i don’t have any thoughts to leave you alone don’t you think about just sitting there like a frozen picture  when we look at each other we’re more perfect than ever i’ll run to you to shake things up a bit more frequently  so it touches your skin so it seems real feel it more catch me i have my arms open wide  the deeper i fall the more i’m provoked without rest i want to show you everything and give all the impact has it hit you yet the more i get into your emotion i can’t stop so i’m trusting the love that’ll hold and shake us  alright alright let’s be more honest with these following emotions alright alright yeah the chemistry is getting thicker  if you keep your distance like this is someone else’s story there’s nothing more to earn with that defensive attitude  with my whole body baby i’ll throw myself to you clash against you so i can feel every little part of you together  the dazzling light grows stronger as well as the scent and touch that passes you you know i’ll feel it like you do  the deeper i fall the more i’m provoked without rest i want to show you everything and give all the impact has it hit you yet the more i get into your emotion i can’t stop so i’m trusting the love that’ll hold and shake us  your breathing gets rougher as these motions follow when we get closer baby it keeps flickering the more passionate we get the more definitive we get we want to feel each other even more yeah  my left eye is blinking like you i hope your eyes will follow ma move as if we’re becoming each other each moment is so clear every minute every second  i’ll provoke all of your five senses so you can fall deeply into me if you lay everything down and jump into this it’ll be perfect has it hit you yet the more you melt into the same feeling there’s no need to stay away trust yourself in the moments to come  trust yourself in the moment it provokes us so we can fall deeply  ,0,0.088,0.694,0.218,0.9931
104,electric,  i’m observing and analyzing you you’re beautiful yeah i wanna know you more you fall out of my predictions so interesting yeah i’m gonna dig into you  if our fingers touch how would it feel like  electric electric such a deep and clear stimulation i can’t even measure the amount deeply remaining in my cells of my body this long and explosive reaction  this explosive reaction electric electric  when i see you my neurons activate you’re an unexplored zone a mystery inside curiosity the only theory that i must reveal i think i’ll get all evidence if i hug you  i feel hot ecstatic and breath taken yeah my hypothesis was correct when your breath mixes with mine what transformation will occur  electric electric such a deep and clear stimulation i can’t even measure the amount deeply remaining in my cells of my body this long and explosive reaction  i wanna know you’re so special i must check only you’re the experiment that’ll enlighten me  if i get more aggressive will everything go wrong  electric electric it ties around me so dimly with no resistance i closed my eyes no other precondition can come into existence that’s how sure i am of you  that’s how sure i am of you with this electric feeling x 2  ,0,0.05,0.796,0.154,0.9821
105,who-waits-for-love,  i was looking for an echo that didn’t return walking for a long time then i got lost my steps have grown heavy i don’t even know why we’ve grown so far apart  “hello” your short greeting becomes a long rainfall even an umbrella is too good for me i’m sick with you like a cold  who waits for love x2 i don’t blame you for leaving me who waits for love x2 it’s my problem for loving you  this fever won’t cool because the cold wind keeps blowing i’m sick with you i’m not getting better it’s not easy to endure each day i can’t measure the size of my heart with a scale i can’t read the temperature of my heart with a thermometer i’m gonna break down only i’m miserable i want to take you off of me get off  “hello” your short greeting becomes a long rainfall even an umbrella is too good for me i’m sick with you like a cold  who waits for love x2 i don’t blame you for leaving me who waits for love x2 it’s my problem for loving you  i’m walking through dark times but please come to me just once yeah baby with these lyrics that are like coughs and this melody that’s like a monologue  if i see you again will i be able to hug you with this body that’s frozen and about to break your eyes and your warm voice i long for it like crazy  who waits for love x2 i don’t blame you for leaving me who waits for love x2 it’s my problem for loving you  one day give me your hand too turn around and look at me find me just once find me just once i’ll wait so please come back  ,0,0.087,0.82,0.093,0.4604
106,our-page,  can you feel it we’re connected by our hearts that are transparent like invisible string  when i stand again on the road we walked on together there are five overlapping hands tears and memories it’s so clear i don’t want to forget i can’t forget  the pretty words you left behind become a poem become a song our voices are flying we know it’ll reach you wherever you are if a star vanishes will everything be forgotten i’m holding the precious you in my arms i want to fill the pages of this story that isn’t over yet until the very end  i’ll say that i miss you but it won’t fill up my empty heart tonight we’re facing each other we’re still the same we’re still the boys who are dreaming  the pretty words you left behind become a poem become a song our voices are flying we know it’ll reach you wherever you are if a star vanishes will everything be forgotten i’m holding the precious you in my arms i want to fill the pages of this story that isn’t over yet until the very end  may 25 2008 boys shining brightly like green waves of spring that time will spread and flow forever  the pretty words you left behind become a poem become a song our voices are flying we know it’ll reach you wherever you are if a star vanishes will everything be forgotten i’m holding the precious you in my arms i want to fill the pages of this story that isn’t over yet until the very end  ,0,0.023,0.708,0.269,0.9987
107,i-say,  it won’t work out we can’t be together no matter how many times you say that i can’t hear you  your dry lips look so sad so i just closed my eyes we can’t ever break up  i say love you tell me everything the meaning behind your tears if you’re gonna leave like this i’ll just close my eyes  it’s not time yet we can be together no matter how many times i tell you  i guess you can’t hear it i guess you can’t see it i guess this is it for you i guess it can’t be helped  i say love you tell me everything the meaning behind your tears if you’re gonna leave like this i’ll just close my eyes  wanna be here with you tell me everything i’ll be waiting i’ll always be here even if i have to push time i’ll have you in my arms again  it’s not time yet we can be together  ,0,0.096,0.835,0.069,-0.8331
108,retro,  hey yeah i don’t know what it is but this girl got me feeling all emotional let me tell you real quick  like a faded denim jacket there’s a feeling to you like old school songs that i used to like as soon as i saw you felt like i already knew you as if i saw you somewhere i kept looking at you  i like being introduced as something old i just like it through my purple glasses i’m gonna get ya get ya my love with you is retro retro  things that change too easily don’t remain as any kind of memory  retro love familiar feels even if others don’t understand we’re you and me me and you the same emotional motional mo motional vintage colored with a long time a history that’s only for us retro love familiar feels the same emotional motional mo motional  like music you don’t get sick of even after several times our value increases as time goes by all of your heavy burdens lay them down when you dance down baby down baby down down down baby  you’re too tight loosen up relax and move with me tonight once again let’s be like our childhood barbie and ken  we’re like a romantic couple from an very old film  retro love familiar feels even if others don’t understand we’re you and me me and you the same emotional motional mo motional vintage colored with a long time a history that’s only for us retro love familiar feels the same emotional motional mo motional  as if time has stopped both you and me we’re fixated on each other our faces show the same emotion my heart is at peace when i see you you got it my body and my heart is pulled to your specialty  retro love familiar feels even if others don’t understand we’re you and me me and you the same emotional motional mo motional vintage colored with a long time a history that’s only for us retro love familiar feels the same emotional motional mo motional  yeah today we’re once again yeah et’s be like our childhood barbie and ken retro with feeling  ,0,0.037,0.84,0.123,0.9509
109,drive,  driving along the road with no destination the green lights are pulling me along i can’t turn back i’m captivated by you bad directions but good endings it’s complicated i’m drawing out a map subconsciously  the green light that calls out to me are you standing at the end i’m turning around again this purposely long direction i think it’s wrong but i’m only going toward you  the left side of the road is what i’m used to only one reason i go even if i have to go the opposite way of my heart the only reason for it is you  after this milestone has been engraved where will i go next am i just a mere foreigner the afterimages that blow in through the window is it just a resemblance is it really you i stop and turn around even if you’re not interested i have no other way to go  the green light that calls out to me is there really an end or is it too late i’ve grown blind in this long tunnel what’s at the end i hope it’s you  the left side of the road is what i’m used to only one reason i go even if i have to go the opposite way of my heart the only reason for it is you  every day i linger around you so powerless but hoping to reach you  with each light and rough word you control me left and right though i shake my head as if the handle is out of control i’m going back to you and you wrap around me  i don’t know why i get lost and wander on every road in this world but my destination is only one when night comes even on a road that isn’t a road only you stand there clearly smiling  ,0,0.02,0.842,0.139,0.9841
110,i-want-you,  i’ve fallen into a white sea a black melody spreads it draws you out the forgotten memory and broken up pieces of tears i hope they will all rewind  close your eyes oh na na na i don’t care if it’s a dream show yourself to me i’m calling out to you oh na na na after a long time to that place once again  i want you i hope you’ll come to me with a different ending than last time i can’t let you go i dreamed of this moment every day i said i want you i can’t let you go i waited for this moment endlessly i said i want you  in this blue scene in this world it’s just you and me i know just by looking into your eyes i won’t let go of your heart with the sweetly whispered songs it’s you  when i wake up oh na na na my setting smile faces reality again once again oh na na na if only i could be locked into this dream  i want you i hope you’ll come to me with a different ending than last time i can’t let you go i dreamed of this moment every day i said i want you i can’t let you go i waited for this moment endlessly i said i want you  the cup fill of memories overflows tonight oh na na na cross the blurry lines of memories come to me cause i  i want you even if the deeper feelings swallow me up like a wave i can’t let you go if i close my eyes once more i’ll be by your side i said i want you oh na na na x2 i can’t let you go when i open my eyes tomorrow i’ll be in your arms i i said i want you  ,0,0.062,0.773,0.165,0.9915
111,undercover,  my feet paddle so quickly underwater but my face is peaceful you don’t know even though i’m always so busy before the curtains go up in front of you i’m acting cool  this secret event is under way without you knowing not yet i’m aiming for the right moment so it’ll be too late once you realize  just like the dark shadows seeps into the night i’m digging into your conscious inside you undercover  no need for big action in this scene if you felt something some kind of love because sometimes a small whisper is even stronger i want more  this secret event is under way without you knowing not yet when it’s the right moment you need to want me so much that you can’t handle it  just like the dark shadows seeps into the night i’m digging into your conscious inside you undercover  in the mirror you are just like me that harmony is our song i’m still undercover but soon you’ll find out  this secret event is under way without you knowing not yet i’m aiming for the right moment so it’ll be too late once you realize  i’m flowing seeping into you digging into your empty spaces in your heart undercover  just like the dark shadows seeps into the night i’m digging into your conscious inside you undercover  undercover can you see the unfamiliar me  ,0,0.109,0.766,0.125,0.9102
112,jump,  why do you keep shaking me up messing up me making my heart flutter like the gentle spring breeze teasing me you pass me by i endured through such a long time flowers have bloomed but why won’t it work when i’m pulled by the wind right now  i’m shaking my head brushing it off adjusting my heart strongly protecting my place once again i need to keep enduring so i’m closing my eyes when i’m feeling empty for no reason  higher and higher fly under my feet is the ground oh yes i feel free i jump on you jump on you  going going drops falling like rain drops coolly coming back down the wind is a rollercoaster i jump on you jump on you  i’m not falling i’m not withering i’m just changing i’m turning into different things and keep moving forward why was it so hard why did i hesitate for so long to escape the eyes of others and following my heart  taking off my feet from being tied up spreading out my imagination that i drew out for a while the wind is blowing i’m opening my eyes now when i breathe in  higher and higher fly under my feet is the ground oh yes i feel free i jump on you jump on you  going going drops falling like rain drops coolly coming back down the wind is a rollercoaster i jump on you jump on you  the weather’s too nice outside i don’t want to be like this happiness is always close probably between do or don’t  you got me got me jump got me got me jump jump x2  higher and higher fly under my feet is the ground oh yes i feel free i jump on you jump on you  going going drops falling like rain drops coolly coming back down the wind is a roller coaster i jump on you jump on you  ,0,0.132,0.603,0.265,0.9981
113,tonight,  miss you  even the darkness rests tonight i’m opening the dusty window feels like you’ve come  i was listening carefully for a while through the blue light  you’re still so beautiful  sometimes rough rain falls then it stops as if it never came then you naturally   here i’ve left your spot empty tonight tonight tonight again i’m drawing out your voice tonight tonight tonight my heart is deeper slowly spreading tonight shining deeper blue i’ve left your spot empty tonight  feels like something’s missing today easily saying don’t be sad life is like that times like this it’s no use i’m so lonely curious if you’re thinking about me tonight but stop that  as much as i loved you deeply i have no choice but to continue to love you after a long dawn as if i’ve been painting you all night the shining stars hold out their hands toward you  you’ve always filled up my days so naturally my days have resembled you some day for you i’ll gather my heart and tell you everything  here i’ve left your spot empty tonight tonight tonight again i’m drawing out your voice tonight tonight tonight my heart is deeper slowly spreading tonight shining deeper blue i’ve left your spot empty tonight  feels like the darkness is still you warmly cozily wrapping around my shoulders with you  even after the long dawn passes worry about that the words that are too late like a lighthouse on small waves i’m shining the light even after the long dawn passes worry about that the words that are too late the small waves bring you like a miracle tonight  here i’ve left your spot empty tonight tonight tonight again i’m drawing out your voice tonight tonight tonight my heart is deeper slowly spreading tonight shining deeper blue i’ve left your spot empty tonight  drawing you out tonight baby  ,0,0.076,0.649,0.275,0.9987
114,replay,   noona is so pretty guys won’t leave her alone her heart’s shaking – i know her true feelings  my love for her is just an instant feeling whatever anyone says she’s my life   perhaps she’s uncomfortable  her gazing eyes tell me so  and i think i’m gonna hate it girl the end is coming  it’s the heart speaking whatever anyone says   noona is so pretty looking at her i go crazy but now i’m getting tired replay x3 memories scratch at my heart oh my heart aches so fix it the farewell is approaching replay x3   noona is my mvp most valuable player people are envious and i feel great always the center of her gaze i’m so cool for being together with her  “please don’t let go of this hand” that’s my promise  i know that’s been a lie for a moment   perhaps to her i’m nice but no fun  her gestures are telling me that’s the issue  and i think i’m gonna hate it girl the end is coming  my heart is yelling in front of the farewell   noona is so pretty looking at her i go crazy make up shake up break up memories scratch at my heart oh my heart aches so fix it at the approaching farewell i make up shake up break up  ah ah beautiful girl ah ah still with someone else it’s obvious that she hasn’t known the distinct taste of true love ah ah sadly that girl ah ah can’t accept my feelings of genuine love   noona is so pretty looking at her i go crazy but now i’m getting tired replay x3 memories scratch at my heart oh my heart aches so fix it the farewell is approaching replay x3  noona is so pretty looking at you i go crazy  uh our love crazy but now i am tired uh i just go crazy ‘cuz replay x3  i i i love you gurl memories scratch at my heart oh my heart aches so fix it uh my heart aches fix it at the approaching farewell i  yo i wanna hold u girl replay x3 i i i love you  noona is so pretty  noona is so pretty  have you tasted sincere love noona is so pretty  noona is so pretty  you’ve got my sincere love  ,0,0.101,0.792,0.107,0.2732
115,get-the-treasure,  the target is only you  it’s all or nothing what will you do  without hesitation take your move  get the treasure the roulette wheel is spinning  win or lose which one will it be  fate is up to you  get the treasure  first break through the emergency lines jump over the border in a bold step the critical moment is just around the corner like an imminent chaser after sweeping out escape  shake the world with a spectacular mission until the end stay cool and take it easy so you can complete it a diamond worth 1000000 dollars tonight for sure we are going to obtain it  baby is love the winner  or the loser  if you want a magnificent success let’s pursue the hot t  let’s get the treasure  because i can fulfill it   the target is only you  it’s all or nothing what will you do  without hesitation take your move get the treasure  the roulette wheel is spinning  win or lose which one will it be  fate is up to you get the treasure  there is no time to hesitate no no in the blink of an eye it’s over time is money life is just a mirage but love is the only thing that it does not surrender  the door of the basement where the treasure lies let’s unlock the last security together the darkness that shines in the cat’s eyes that eye is only for me  baby love is a dreamer  a sniper dreaming  if you want something more romantic come to my side  let’s get the treasure  because i will give you a sweet kiss   the target is only you  it’s all or nothing what will you do  without hesitation take your move get the treasure  the roulette wheel is spinning  win or lose which one will it be  fate is up to you get the treasure  wine a car a house in the sky we can buy everything except you it is meaningless if i am alone i want to share this gorgeous flavor are you ready or not  what you waiting for  this is shinee five and we’re right by your side  shake the world with a spectacular mission until the end stay cool and take it easy so you can complete it a diamond worth 1000000 dollars tonight for sure we are going to obtain it  baby is love the winner  or the loser  if you want a magnificent success let’s pursue the hot t  let’s get the treasure  because i can fulfill it   the target is only you  it’s all or nothing what will you do  without hesitation take your move get the treasure the roulette wheel is spinning  win or lose which one will it be  fate is up to you get the treasure  ,0,0.078,0.554,0.368,0.9992
116,wish-upon-a-star,  i held tight onto this time this moment that seemed would last forever the break up that followed love pushes me out as if it was planned you always smiled my foolishness makes me think that you’ll still greet me my love left for a faraway journey now it’s the end  when my tears  become starlight  and shine brightly over there maybe you’ll see from somewhere so every night i become the starlight and shine  memories of wanting to find you give me hope that you might return but my hopes can’t endure i guess it’s really over  traces that resemble you stop me  they say it’s no use even if i wait  when my tears  become starlight  and shine brightly over there maybe you’ll see from somewhere so every night i become the starlight and shine  in the sky  the countless stars they’re my longing of not being able to reach you  tears hide the starlight  when my sadness  become rain  and fall in your heart maybe you’ll come back to me so today i become rain and fall  ,0,0.064,0.738,0.197,0.993
117,beautiful-life,  the alarm isn’t ringing i’m alone again today can’t i see you next to me ever again you who were like the dazzling weather  your bright face they are now parts of old memories saying i have one wish in the picture on the table you are smiling every day we kissed and spent time together but now it’s getting forgotten  just one word just one word  you can get angry and upset  if i can go back i would hold your hand so you wouldn’t look back please just one moment  just one word just one word just one word just one word  you used to lay on my lap you said the light was so beautiful they’re not leaving my head  out of the many people you shined the most everyone stared at you the kiss on your red lips your warm hands and feet they won’t leave me  just one word just one word  you can get angry and upset  if i can go back i would hold your hand so you wouldn’t look back please just one moment  just one word just one word just one word just one word  your scent that comes over with the wind your cheek that i touch is so cold i can’t believe it i’m seeing you again it’s a beautiful beautiful life  hmm hey oh it’s a beautiful  just one word just one word  you can get angry and upset  if i can go back i would hold your hand so you won’t ever leave  please just one moment  beautiful beautiful beautiful life  beautiful beautiful beautiful life  beautiful beautiful beautiful life  beautiful beautiful  beautiful life   ,0,0.05,0.456,0.494,0.9997
118,rescue,  i don’t like the word love you used to say oh girl no one understood you only i knew those painful words and the meaning behind them it’s hard to say with words these emotions are whirling around losing all my control it started with you and only you can end this heart save me all i’ve got is you and i’m so into now i can finally breathe girl you’re my dream come true the criminal of the night is alive let me feel your body temperature baby you’re my rescue only you can take me out only you can make my blood circulate only you are the way to being rescued you’re my rescue you’re my rescue i’m running out of breath on top of the blue ocean i’m a lone drifting boat i want you as if i’m thirsty oh baby come here every place you touch it’s mysterious you make me soft losing all my control my body gets hot my lips get red like i’m born again all i’ve got is you and i’m so into now i can finally breathe girl you’re my dream come true the criminal of the night is alive let me feel your body temperature baby you’re my rescue i’ll hold you tight only this place is safe i wanna stay by your side the way you are way you are way you are so this love won’t crumble i won’t go anywhere i wanna stay by your side the way you are way you are all i’ve got is you and i’m so into now i can finally breathe girl you’re my dream come true the criminal of the night is alive let me feel your body temperature baby you’re my rescue only you can take me out only you can make my blood circulate only you are the way to being rescued you’re my rescue you’re my rescue  ,0,0.0,0.787,0.213,0.9972
119,if-you-love-her,  when he said to me “i heard you are a good friend” it hurt so much i hated you but was jealous you guys looked good who am i to be relieved i’d be sorry if i hated the person next to you because you look so happy next to him  if you love her if you want her more beautiful than flowers you have to love her more if you love her if you need her tell her without holding back  if you love her if you love her  i see a lot of sides of you that i haven’t known before i didn’t know that you could be so childlike   you’re so pretty it hurts you’re so lovable these feelings make me feel smaller you became someone i cannot love but you’re looking at me and smiling  if you love her if you want her more beautiful than flowers you have to love her more if you love her if you need her tell her without holding back  if you love her if you love her if you love her  oh yeah  if you love her if you want her don’t ever let go of her hands  if you love her if you need her don’t give me a chance  if you love her if you love her oh if you love her if you love her  if you love her  if you love her  if you love her if you love her  woo woo woo woo woo woo woo  ,0,0.015,0.649,0.336,0.9985
